product_id,product_name,category,variant_label,sku,initial_stock_quantity,low_stock_threshold,product_is_active,variant_is_active
carbon-speed-elite,Carbon Speed Elite,Football Shoes,UK 8,ATF-CARBON-SPEED-ELITE-UK8,10,3,true,true
carbon-speed-elite,Carbon Speed Elite,Football Shoes,UK 9,ATF-CARBON-SPEED-ELITE-UK9,10,3,true,true
carbon-speed-elite,Carbon Speed Elite,Football Shoes,UK 10,ATF-CARBON-SPEED-ELITE-UK10,10,3,true,true
carbon-speed-elite,Carbon Speed Elite,Football Shoes,UK 11,ATF-CARBON-SPEED-ELITE-UK11,10,3,true,true
classic-leather-fg,Classic Leather FG,Football Shoes,UK 6,ATF-CLASSIC-LEATHER-FG-UK6,10,3,true,true
classic-leather-fg,Classic Leather FG,Football Shoes,UK 7,ATF-CLASSIC-LEATHER-FG-UK7,10,3,true,true
classic-leather-fg,Classic Leather FG,Football Shoes,UK 8,ATF-CLASSIC-LEATHER-FG-UK8,10,3,true,true
classic-leather-fg,Classic Leather FG,Football Shoes,UK 9,ATF-CLASSIC-LEATHER-FG-UK9,10,3,true,true
classic-leather-fg,Classic Leather FG,Football Shoes,UK 10,ATF-CLASSIC-LEATHER-FG-UK10,10,3,true,true
classic-leather-fg,Classic Leather FG,Football Shoes,UK 11,ATF-CLASSIC-LEATHER-FG-UK11,10,3,true,true
control-collar-elite,Control Collar Elite,Football Shoes,UK 6,ATF-CONTROL-COLLAR-ELITE-UK6,10,3,true,true
control-collar-elite,Control Collar Elite,Football Shoes,UK 7,ATF-CONTROL-COLLAR-ELITE-UK7,10,3,true,true
control-collar-elite,Control Collar Elite,Football Shoes,UK 8,ATF-CONTROL-COLLAR-ELITE-UK8,10,3,true,true
control-collar-elite,Control Collar Elite,Football Shoes,UK 9,ATF-CONTROL-COLLAR-ELITE-UK9,10,3,true,true
control-collar-elite,Control Collar Elite,Football Shoes,UK 10,ATF-CONTROL-COLLAR-ELITE-UK10,10,3,true,true
control-collar-elite,Control Collar Elite,Football Shoes,UK 11,ATF-CONTROL-COLLAR-ELITE-UK11,10,3,true,true
control-pods-pro,Control Pods Pro,Football Shoes,UK 6,ATF-CONTROL-PODS-PRO-UK6,10,3,true,true
control-pods-pro,Control Pods Pro,Football Shoes,UK 7,ATF-CONTROL-PODS-PRO-UK7,10,3,true,true
control-pods-pro,Control Pods Pro,Football Shoes,UK 8,ATF-CONTROL-PODS-PRO-UK8,10,3,true,true
control-pods-pro,Control Pods Pro,Football Shoes,UK 9,ATF-CONTROL-PODS-PRO-UK9,10,3,true,true
control-pods-pro,Control Pods Pro,Football Shoes,UK 10,ATF-CONTROL-PODS-PRO-UK10,10,3,true,true
control-pods-pro,Control Pods Pro,Football Shoes,UK 11,ATF-CONTROL-PODS-PRO-UK11,10,3,true,true
daily-drill-trainer,Daily Drill Trainer,Football Shoes,UK 6,ATF-DAILY-DRILL-TRAINER-UK6,10,3,true,true
daily-drill-trainer,Daily Drill Trainer,Football Shoes,UK 7,ATF-DAILY-DRILL-TRAINER-UK7,10,3,true,true
daily-drill-trainer,Daily Drill Trainer,Football Shoes,UK 8,ATF-DAILY-DRILL-TRAINER-UK8,10,3,true,true
daily-drill-trainer,Daily Drill Trainer,Football Shoes,UK 9,ATF-DAILY-DRILL-TRAINER-UK9,10,3,true,true
daily-drill-trainer,Daily Drill Trainer,Football Shoes,UK 10,ATF-DAILY-DRILL-TRAINER-UK10,10,3,true,true
daily-drill-trainer,Daily Drill Trainer,Football Shoes,UK 11,ATF-DAILY-DRILL-TRAINER-UK11,10,3,true,true
graphite-power-fg,Graphite Power FG,Football Shoes,UK 6,ATF-GRAPHITE-POWER-FG-UK6,10,3,true,true
graphite-power-fg,Graphite Power FG,Football Shoes,UK 7,ATF-GRAPHITE-POWER-FG-UK7,10,3,true,true
graphite-power-fg,Graphite Power FG,Football Shoes,UK 8,ATF-GRAPHITE-POWER-FG-UK8,10,3,true,true
graphite-power-fg,Graphite Power FG,Football Shoes,UK 9,ATF-GRAPHITE-POWER-FG-UK9,10,3,true,true
graphite-power-fg,Graphite Power FG,Football Shoes,UK 10,ATF-GRAPHITE-POWER-FG-UK10,10,3,true,true
graphite-power-fg,Graphite Power FG,Football Shoes,UK 11,ATF-GRAPHITE-POWER-FG-UK11,10,3,true,true
maestro-white-control,Maestro White Control,Football Shoes,UK 6,ATF-MAESTRO-WHITE-CONTROL-UK6,10,3,true,true
maestro-white-control,Maestro White Control,Football Shoes,UK 7,ATF-MAESTRO-WHITE-CONTROL-UK7,10,3,true,true
maestro-white-control,Maestro White Control,Football Shoes,UK 8,ATF-MAESTRO-WHITE-CONTROL-UK8,10,3,true,true
maestro-white-control,Maestro White Control,Football Shoes,UK 9,ATF-MAESTRO-WHITE-CONTROL-UK9,10,3,true,true
maestro-white-control,Maestro White Control,Football Shoes,UK 10,ATF-MAESTRO-WHITE-CONTROL-UK10,10,3,true,true
maestro-white-control,Maestro White Control,Football Shoes,UK 11,ATF-MAESTRO-WHITE-CONTROL-UK11,10,3,true,true
nitro-sprint-laceless,Nitro Sprint Laceless,Football Shoes,UK 6,ATF-NITRO-SPRINT-LACELESS-UK6,10,3,true,true
nitro-sprint-laceless,Nitro Sprint Laceless,Football Shoes,UK 7,ATF-NITRO-SPRINT-LACELESS-UK7,10,3,true,true
nitro-sprint-laceless,Nitro Sprint Laceless,Football Shoes,UK 8,ATF-NITRO-SPRINT-LACELESS-UK8,10,3,true,true
nitro-sprint-laceless,Nitro Sprint Laceless,Football Shoes,UK 9,ATF-NITRO-SPRINT-LACELESS-UK9,10,3,true,true
nitro-sprint-laceless,Nitro Sprint Laceless,Football Shoes,UK 10,ATF-NITRO-SPRINT-LACELESS-UK10,10,3,true,true
nitro-sprint-laceless,Nitro Sprint Laceless,Football Shoes,UK 11,ATF-NITRO-SPRINT-LACELESS-UK11,10,3,true,true
omega-blade-speed,Omega Blade Speed,Football Shoes,UK 6,ATF-OMEGA-BLADE-SPEED-UK6,10,3,true,true
omega-blade-speed,Omega Blade Speed,Football Shoes,UK 7,ATF-OMEGA-BLADE-SPEED-UK7,10,3,true,true
omega-blade-speed,Omega Blade Speed,Football Shoes,UK 8,ATF-OMEGA-BLADE-SPEED-UK8,10,3,true,true
omega-blade-speed,Omega Blade Speed,Football Shoes,UK 9,ATF-OMEGA-BLADE-SPEED-UK9,10,3,true,true
omega-blade-speed,Omega Blade Speed,Football Shoes,UK 10,ATF-OMEGA-BLADE-SPEED-UK10,10,3,true,true
omega-blade-speed,Omega Blade Speed,Football Shoes,UK 11,ATF-OMEGA-BLADE-SPEED-UK11,10,3,true,true
phantom-control-pro,Phantom Control Pro,Football Shoes,UK 6,ATF-PHANTOM-CONTROL-PRO-UK6,10,3,true,true
phantom-control-pro,Phantom Control Pro,Football Shoes,UK 7,ATF-PHANTOM-CONTROL-PRO-UK7,10,3,true,true
phantom-control-pro,Phantom Control Pro,Football Shoes,UK 8,ATF-PHANTOM-CONTROL-PRO-UK8,10,3,true,true
phantom-control-pro,Phantom Control Pro,Football Shoes,UK 9,ATF-PHANTOM-CONTROL-PRO-UK9,10,3,true,true
phantom-control-pro,Phantom Control Pro,Football Shoes,UK 10,ATF-PHANTOM-CONTROL-PRO-UK10,10,3,true,true
phantom-control-pro,Phantom Control Pro,Football Shoes,UK 11,ATF-PHANTOM-CONTROL-PRO-UK11,10,3,true,true
predator-elite-fg,Predator Elite FG,Football Shoes,UK 6,ATF-PREDATOR-ELITE-FG-UK6,10,3,true,true
predator-elite-fg,Predator Elite FG,Football Shoes,UK 7,ATF-PREDATOR-ELITE-FG-UK7,10,3,true,true
predator-elite-fg,Predator Elite FG,Football Shoes,UK 8,ATF-PREDATOR-ELITE-FG-UK8,10,3,true,true
predator-elite-fg,Predator Elite FG,Football Shoes,UK 9,ATF-PREDATOR-ELITE-FG-UK9,10,3,true,true
predator-elite-fg,Predator Elite FG,Football Shoes,UK 10,ATF-PREDATOR-ELITE-FG-UK10,10,3,true,true
predator-elite-fg,Predator Elite FG,Football Shoes,UK 11,ATF-PREDATOR-ELITE-FG-UK11,10,3,true,true
shadow-touch-fg,Shadow Touch FG,Football Shoes,UK 6,ATF-SHADOW-TOUCH-FG-UK6,10,3,true,true
shadow-touch-fg,Shadow Touch FG,Football Shoes,UK 7,ATF-SHADOW-TOUCH-FG-UK7,10,3,true,true
shadow-touch-fg,Shadow Touch FG,Football Shoes,UK 8,ATF-SHADOW-TOUCH-FG-UK8,10,3,true,true
shadow-touch-fg,Shadow Touch FG,Football Shoes,UK 9,ATF-SHADOW-TOUCH-FG-UK9,10,3,true,true
shadow-touch-fg,Shadow Touch FG,Football Shoes,UK 10,ATF-SHADOW-TOUCH-FG-UK10,10,3,true,true
shadow-touch-fg,Shadow Touch FG,Football Shoes,UK 11,ATF-SHADOW-TOUCH-FG-UK11,10,3,true,true
sockfit-pro-fg,Sockfit Pro FG,Football Shoes,UK 6,ATF-SOCKFIT-PRO-FG-UK6,10,3,true,true
sockfit-pro-fg,Sockfit Pro FG,Football Shoes,UK 7,ATF-SOCKFIT-PRO-FG-UK7,10,3,true,true
sockfit-pro-fg,Sockfit Pro FG,Football Shoes,UK 8,ATF-SOCKFIT-PRO-FG-UK8,10,3,true,true
sockfit-pro-fg,Sockfit Pro FG,Football Shoes,UK 9,ATF-SOCKFIT-PRO-FG-UK9,10,3,true,true
sockfit-pro-fg,Sockfit Pro FG,Football Shoes,UK 10,ATF-SOCKFIT-PRO-FG-UK10,10,3,true,true
sockfit-pro-fg,Sockfit Pro FG,Football Shoes,UK 11,ATF-SOCKFIT-PRO-FG-UK11,10,3,true,true
street-cage-turf,Street Cage Turf,Football Shoes,UK 6,ATF-STREET-CAGE-TURF-UK6,10,3,true,true
street-cage-turf,Street Cage Turf,Football Shoes,UK 7,ATF-STREET-CAGE-TURF-UK7,10,3,true,true
street-cage-turf,Street Cage Turf,Football Shoes,UK 8,ATF-STREET-CAGE-TURF-UK8,10,3,true,true
street-cage-turf,Street Cage Turf,Football Shoes,UK 9,ATF-STREET-CAGE-TURF-UK9,10,3,true,true
street-cage-turf,Street Cage Turf,Football Shoes,UK 10,ATF-STREET-CAGE-TURF-UK10,10,3,true,true
street-cage-turf,Street Cage Turf,Football Shoes,UK 11,ATF-STREET-CAGE-TURF-UK11,10,3,true,true
training-strike-tf,Training Strike TF,Football Shoes,UK 6,ATF-TRAINING-STRIKE-TF-UK6,10,3,true,true
training-strike-tf,Training Strike TF,Football Shoes,UK 7,ATF-TRAINING-STRIKE-TF-UK7,10,3,true,true
training-strike-tf,Training Strike TF,Football Shoes,UK 8,ATF-TRAINING-STRIKE-TF-UK8,10,3,true,true
training-strike-tf,Training Strike TF,Football Shoes,UK 9,ATF-TRAINING-STRIKE-TF-UK9,10,3,true,true
training-strike-tf,Training Strike TF,Football Shoes,UK 10,ATF-TRAINING-STRIKE-TF-UK10,10,3,true,true
training-strike-tf,Training Strike TF,Football Shoes,UK 11,ATF-TRAINING-STRIKE-TF-UK11,10,3,true,true
urban-grip-turf,Urban Grip Turf,Football Shoes,UK 6,ATF-URBAN-GRIP-TURF-UK6,10,3,true,true
urban-grip-turf,Urban Grip Turf,Football Shoes,UK 7,ATF-URBAN-GRIP-TURF-UK7,10,3,true,true
urban-grip-turf,Urban Grip Turf,Football Shoes,UK 8,ATF-URBAN-GRIP-TURF-UK8,10,3,true,true
urban-grip-turf,Urban Grip Turf,Football Shoes,UK 9,ATF-URBAN-GRIP-TURF-UK9,10,3,true,true
urban-grip-turf,Urban Grip Turf,Football Shoes,UK 10,ATF-URBAN-GRIP-TURF-UK10,10,3,true,true
urban-grip-turf,Urban Grip Turf,Football Shoes,UK 11,ATF-URBAN-GRIP-TURF-UK11,10,3,true,true
velocity-grip-sg,Velocity Grip SG,Football Shoes,UK 6,ATF-VELOCITY-GRIP-SG-UK6,10,3,true,true
velocity-grip-sg,Velocity Grip SG,Football Shoes,UK 7,ATF-VELOCITY-GRIP-SG-UK7,10,3,true,true
velocity-grip-sg,Velocity Grip SG,Football Shoes,UK 8,ATF-VELOCITY-GRIP-SG-UK8,10,3,true,true
velocity-grip-sg,Velocity Grip SG,Football Shoes,UK 9,ATF-VELOCITY-GRIP-SG-UK9,10,3,true,true
velocity-grip-sg,Velocity Grip SG,Football Shoes,UK 10,ATF-VELOCITY-GRIP-SG-UK10,10,3,true,true
velocity-grip-sg,Velocity Grip SG,Football Shoes,UK 11,ATF-VELOCITY-GRIP-SG-UK11,10,3,true,true
white-turf-precision,White Turf Precision,Football Shoes,UK 6,ATF-WHITE-TURF-PRECISION-UK6,10,3,true,true
white-turf-precision,White Turf Precision,Football Shoes,UK 7,ATF-WHITE-TURF-PRECISION-UK7,10,3,true,true
white-turf-precision,White Turf Precision,Football Shoes,UK 8,ATF-WHITE-TURF-PRECISION-UK8,10,3,true,true
white-turf-precision,White Turf Precision,Football Shoes,UK 9,ATF-WHITE-TURF-PRECISION-UK9,10,3,true,true
white-turf-precision,White Turf Precision,Football Shoes,UK 10,ATF-WHITE-TURF-PRECISION-UK10,10,3,true,true
white-turf-precision,White Turf Precision,Football Shoes,UK 11,ATF-WHITE-TURF-PRECISION-UK11,10,3,true,true
academy-training-jersey,Academy Training Jersey,Jerseys,S,ATF-ACADEMY-TRAINING-JERSEY-S,10,3,true,true
academy-training-jersey,Academy Training Jersey,Jerseys,M,ATF-ACADEMY-TRAINING-JERSEY-M,10,3,true,true
academy-training-jersey,Academy Training Jersey,Jerseys,L,ATF-ACADEMY-TRAINING-JERSEY-L,10,3,true,true
academy-training-jersey,Academy Training Jersey,Jerseys,XL,ATF-ACADEMY-TRAINING-JERSEY-XL,10,3,true,true
academy-training-jersey,Academy Training Jersey,Jerseys,XXL,ATF-ACADEMY-TRAINING-JERSEY-XXL,10,3,true,true
carbon-away-jersey,Carbon Away Jersey,Jerseys,S,ATF-CARBON-AWAY-JERSEY-S,10,3,true,true
carbon-away-jersey,Carbon Away Jersey,Jerseys,M,ATF-CARBON-AWAY-JERSEY-M,10,3,true,true
carbon-away-jersey,Carbon Away Jersey,Jerseys,L,ATF-CARBON-AWAY-JERSEY-L,10,3,true,true
carbon-away-jersey,Carbon Away Jersey,Jerseys,XL,ATF-CARBON-AWAY-JERSEY-XL,10,3,true,true
carbon-away-jersey,Carbon Away Jersey,Jerseys,XXL,ATF-CARBON-AWAY-JERSEY-XXL,10,3,true,true
city-home-jersey,City Home Jersey,Jerseys,S,ATF-CITY-HOME-JERSEY-S,10,3,true,true
city-home-jersey,City Home Jersey,Jerseys,M,ATF-CITY-HOME-JERSEY-M,10,3,true,true
city-home-jersey,City Home Jersey,Jerseys,L,ATF-CITY-HOME-JERSEY-L,10,3,true,true
city-home-jersey,City Home Jersey,Jerseys,XL,ATF-CITY-HOME-JERSEY-XL,10,3,true,true
city-home-jersey,City Home Jersey,Jerseys,XXL,ATF-CITY-HOME-JERSEY-XXL,10,3,true,true
elite-away-jersey,Elite Away Jersey,Jerseys,S,ATF-ELITE-AWAY-JERSEY-S,10,3,true,true
elite-away-jersey,Elite Away Jersey,Jerseys,M,ATF-ELITE-AWAY-JERSEY-M,10,3,true,true
elite-away-jersey,Elite Away Jersey,Jerseys,L,ATF-ELITE-AWAY-JERSEY-L,10,3,true,true
elite-away-jersey,Elite Away Jersey,Jerseys,XL,ATF-ELITE-AWAY-JERSEY-XL,10,3,true,true
elite-away-jersey,Elite Away Jersey,Jerseys,XXL,ATF-ELITE-AWAY-JERSEY-XXL,10,3,true,true
elite-home-jersey,Elite Home Jersey,Jerseys,S,ATF-ELITE-HOME-JERSEY-S,10,3,true,true
elite-home-jersey,Elite Home Jersey,Jerseys,M,ATF-ELITE-HOME-JERSEY-M,10,3,true,true
elite-home-jersey,Elite Home Jersey,Jerseys,L,ATF-ELITE-HOME-JERSEY-L,10,3,true,true
elite-home-jersey,Elite Home Jersey,Jerseys,XL,ATF-ELITE-HOME-JERSEY-XL,10,3,true,true
elite-home-jersey,Elite Home Jersey,Jerseys,XXL,ATF-ELITE-HOME-JERSEY-XXL,10,3,true,true
fan-edition-crest-jersey,Fan Edition Crest Jersey,Jerseys,S,ATF-FAN-EDITION-CREST-JERSEY-S,10,3,true,true
fan-edition-crest-jersey,Fan Edition Crest Jersey,Jerseys,M,ATF-FAN-EDITION-CREST-JERSEY-M,10,3,true,true
fan-edition-crest-jersey,Fan Edition Crest Jersey,Jerseys,L,ATF-FAN-EDITION-CREST-JERSEY-L,10,3,true,true
fan-edition-crest-jersey,Fan Edition Crest Jersey,Jerseys,XL,ATF-FAN-EDITION-CREST-JERSEY-XL,10,3,true,true
fan-edition-crest-jersey,Fan Edition Crest Jersey,Jerseys,XXL,ATF-FAN-EDITION-CREST-JERSEY-XXL,10,3,true,true
goalkeeper-command-jersey,Goalkeeper Command Jersey,Jerseys,S,ATF-GOALKEEPER-COMMAND-JERSEY-S,10,3,true,true
goalkeeper-command-jersey,Goalkeeper Command Jersey,Jerseys,M,ATF-GOALKEEPER-COMMAND-JERSEY-M,10,3,true,true
goalkeeper-command-jersey,Goalkeeper Command Jersey,Jerseys,L,ATF-GOALKEEPER-COMMAND-JERSEY-L,10,3,true,true
goalkeeper-command-jersey,Goalkeeper Command Jersey,Jerseys,XL,ATF-GOALKEEPER-COMMAND-JERSEY-XL,10,3,true,true
goalkeeper-command-jersey,Goalkeeper Command Jersey,Jerseys,XXL,ATF-GOALKEEPER-COMMAND-JERSEY-XXL,10,3,true,true
heritage-long-sleeve-jersey,Heritage Long Sleeve Jersey,Jerseys,S,ATF-HERITAGE-LONG-SLEEVE-JERSEY-S,10,3,true,true
heritage-long-sleeve-jersey,Heritage Long Sleeve Jersey,Jerseys,M,ATF-HERITAGE-LONG-SLEEVE-JERSEY-M,10,3,true,true
heritage-long-sleeve-jersey,Heritage Long Sleeve Jersey,Jerseys,L,ATF-HERITAGE-LONG-SLEEVE-JERSEY-L,10,3,true,true
heritage-long-sleeve-jersey,Heritage Long Sleeve Jersey,Jerseys,XL,ATF-HERITAGE-LONG-SLEEVE-JERSEY-XL,10,3,true,true
heritage-long-sleeve-jersey,Heritage Long Sleeve Jersey,Jerseys,XXL,ATF-HERITAGE-LONG-SLEEVE-JERSEY-XXL,10,3,true,true
legendary-home-jersey,Legendary Home Jersey,Jerseys,S,ATF-LEGENDARY-HOME-JERSEY-S,10,3,true,true
legendary-home-jersey,Legendary Home Jersey,Jerseys,M,ATF-LEGENDARY-HOME-JERSEY-M,10,3,true,true
legendary-home-jersey,Legendary Home Jersey,Jerseys,L,ATF-LEGENDARY-HOME-JERSEY-L,10,3,true,true
legendary-home-jersey,Legendary Home Jersey,Jerseys,XL,ATF-LEGENDARY-HOME-JERSEY-XL,10,3,true,true
legendary-home-jersey,Legendary Home Jersey,Jerseys,XXL,ATF-LEGENDARY-HOME-JERSEY-XXL,10,3,true,true
limited-matchday-jersey,Limited Matchday Jersey,Jerseys,S,ATF-LIMITED-MATCHDAY-JERSEY-S,10,3,true,true
limited-matchday-jersey,Limited Matchday Jersey,Jerseys,M,ATF-LIMITED-MATCHDAY-JERSEY-M,10,3,true,true
limited-matchday-jersey,Limited Matchday Jersey,Jerseys,L,ATF-LIMITED-MATCHDAY-JERSEY-L,10,3,true,true
limited-matchday-jersey,Limited Matchday Jersey,Jerseys,XL,ATF-LIMITED-MATCHDAY-JERSEY-XL,10,3,true,true
limited-matchday-jersey,Limited Matchday Jersey,Jerseys,XXL,ATF-LIMITED-MATCHDAY-JERSEY-XXL,10,3,true,true
long-sleeve-match-jersey,Long Sleeve Match Jersey,Jerseys,S,ATF-LONG-SLEEVE-MATCH-JERSEY-S,10,3,true,true
long-sleeve-match-jersey,Long Sleeve Match Jersey,Jerseys,M,ATF-LONG-SLEEVE-MATCH-JERSEY-M,10,3,true,true
long-sleeve-match-jersey,Long Sleeve Match Jersey,Jerseys,L,ATF-LONG-SLEEVE-MATCH-JERSEY-L,10,3,true,true
long-sleeve-match-jersey,Long Sleeve Match Jersey,Jerseys,XL,ATF-LONG-SLEEVE-MATCH-JERSEY-XL,10,3,true,true
long-sleeve-match-jersey,Long Sleeve Match Jersey,Jerseys,XXL,ATF-LONG-SLEEVE-MATCH-JERSEY-XXL,10,3,true,true
matchday-pro-jersey,Matchday Pro Jersey,Jerseys,S,ATF-MATCHDAY-PRO-JERSEY-S,10,3,true,true
matchday-pro-jersey,Matchday Pro Jersey,Jerseys,M,ATF-MATCHDAY-PRO-JERSEY-M,10,3,true,true
matchday-pro-jersey,Matchday Pro Jersey,Jerseys,L,ATF-MATCHDAY-PRO-JERSEY-L,10,3,true,true
matchday-pro-jersey,Matchday Pro Jersey,Jerseys,XL,ATF-MATCHDAY-PRO-JERSEY-XL,10,3,true,true
matchday-pro-jersey,Matchday Pro Jersey,Jerseys,XXL,ATF-MATCHDAY-PRO-JERSEY-XXL,10,3,true,true
midnight-away-jersey,Midnight Away Jersey,Jerseys,S,ATF-MIDNIGHT-AWAY-JERSEY-S,10,3,true,true
midnight-away-jersey,Midnight Away Jersey,Jerseys,M,ATF-MIDNIGHT-AWAY-JERSEY-M,10,3,true,true
midnight-away-jersey,Midnight Away Jersey,Jerseys,L,ATF-MIDNIGHT-AWAY-JERSEY-L,10,3,true,true
midnight-away-jersey,Midnight Away Jersey,Jerseys,XL,ATF-MIDNIGHT-AWAY-JERSEY-XL,10,3,true,true
midnight-away-jersey,Midnight Away Jersey,Jerseys,XXL,ATF-MIDNIGHT-AWAY-JERSEY-XXL,10,3,true,true
neon-accent-jersey,Neon Accent Jersey,Jerseys,S,ATF-NEON-ACCENT-JERSEY-S,10,3,true,true
neon-accent-jersey,Neon Accent Jersey,Jerseys,M,ATF-NEON-ACCENT-JERSEY-M,10,3,true,true
neon-accent-jersey,Neon Accent Jersey,Jerseys,L,ATF-NEON-ACCENT-JERSEY-L,10,3,true,true
neon-accent-jersey,Neon Accent Jersey,Jerseys,XL,ATF-NEON-ACCENT-JERSEY-XL,10,3,true,true
neon-accent-jersey,Neon Accent Jersey,Jerseys,XXL,ATF-NEON-ACCENT-JERSEY-XXL,10,3,true,true
premium-black-jersey,Premium Black Jersey,Jerseys,S,ATF-PREMIUM-BLACK-JERSEY-S,10,3,true,true
premium-black-jersey,Premium Black Jersey,Jerseys,M,ATF-PREMIUM-BLACK-JERSEY-M,10,3,true,true
premium-black-jersey,Premium Black Jersey,Jerseys,L,ATF-PREMIUM-BLACK-JERSEY-L,10,3,true,true
premium-black-jersey,Premium Black Jersey,Jerseys,XL,ATF-PREMIUM-BLACK-JERSEY-XL,10,3,true,true
premium-black-jersey,Premium Black Jersey,Jerseys,XXL,ATF-PREMIUM-BLACK-JERSEY-XXL,10,3,true,true
pro-training-jersey,Pro Training Jersey,Jerseys,S,ATF-PRO-TRAINING-JERSEY-S,10,3,true,true
pro-training-jersey,Pro Training Jersey,Jerseys,M,ATF-PRO-TRAINING-JERSEY-M,10,3,true,true
pro-training-jersey,Pro Training Jersey,Jerseys,L,ATF-PRO-TRAINING-JERSEY-L,10,3,true,true
pro-training-jersey,Pro Training Jersey,Jerseys,XL,ATF-PRO-TRAINING-JERSEY-XL,10,3,true,true
pro-training-jersey,Pro Training Jersey,Jerseys,XXL,ATF-PRO-TRAINING-JERSEY-XXL,10,3,true,true
retro-club-jersey,Retro Club Jersey,Jerseys,S,ATF-RETRO-CLUB-JERSEY-S,10,3,true,true
retro-club-jersey,Retro Club Jersey,Jerseys,M,ATF-RETRO-CLUB-JERSEY-M,10,3,true,true
retro-club-jersey,Retro Club Jersey,Jerseys,L,ATF-RETRO-CLUB-JERSEY-L,10,3,true,true
retro-club-jersey,Retro Club Jersey,Jerseys,XL,ATF-RETRO-CLUB-JERSEY-XL,10,3,true,true
retro-club-jersey,Retro Club Jersey,Jerseys,XXL,ATF-RETRO-CLUB-JERSEY-XXL,10,3,true,true
shadow-away-jersey,Shadow Away Jersey,Jerseys,S,ATF-SHADOW-AWAY-JERSEY-S,10,3,true,true
shadow-away-jersey,Shadow Away Jersey,Jerseys,M,ATF-SHADOW-AWAY-JERSEY-M,10,3,true,true
shadow-away-jersey,Shadow Away Jersey,Jerseys,L,ATF-SHADOW-AWAY-JERSEY-L,10,3,true,true
shadow-away-jersey,Shadow Away Jersey,Jerseys,XL,ATF-SHADOW-AWAY-JERSEY-XL,10,3,true,true
shadow-away-jersey,Shadow Away Jersey,Jerseys,XXL,ATF-SHADOW-AWAY-JERSEY-XXL,10,3,true,true
stadium-fan-jersey,Stadium Fan Jersey,Jerseys,S,ATF-STADIUM-FAN-JERSEY-S,10,3,true,true
stadium-fan-jersey,Stadium Fan Jersey,Jerseys,M,ATF-STADIUM-FAN-JERSEY-M,10,3,true,true
stadium-fan-jersey,Stadium Fan Jersey,Jerseys,L,ATF-STADIUM-FAN-JERSEY-L,10,3,true,true
stadium-fan-jersey,Stadium Fan Jersey,Jerseys,XL,ATF-STADIUM-FAN-JERSEY-XL,10,3,true,true
stadium-fan-jersey,Stadium Fan Jersey,Jerseys,XXL,ATF-STADIUM-FAN-JERSEY-XXL,10,3,true,true
training-match-jersey,Training Match Jersey,Jerseys,S,ATF-TRAINING-MATCH-JERSEY-S,10,3,true,true
training-match-jersey,Training Match Jersey,Jerseys,M,ATF-TRAINING-MATCH-JERSEY-M,10,3,true,true
training-match-jersey,Training Match Jersey,Jerseys,L,ATF-TRAINING-MATCH-JERSEY-L,10,3,true,true
training-match-jersey,Training Match Jersey,Jerseys,XL,ATF-TRAINING-MATCH-JERSEY-XL,10,3,true,true
training-match-jersey,Training Match Jersey,Jerseys,XXL,ATF-TRAINING-MATCH-JERSEY-XXL,10,3,true,true
travel-fan-jersey,Travel Fan Jersey,Jerseys,S,ATF-TRAVEL-FAN-JERSEY-S,10,3,true,true
